Run Time,Comparisons,Swaps,
0,11702,6168,
0,11702,6168,
0,11702,6168,
0,11702,6168,
0,11702,6168,
0,11702,6168,
0,11702,6168,
0,11702,6168,
0,11702,6168,
0,11702,6168,
Average,0,11702,6168
Sorted
3,490660,491627,
3,490660,491627,
2,490660,491627,
2,490660,491627,
2,490660,491627,
2,490660,491627,
4,490660,491627,
4,490660,491627,
3,490660,491627,
2,490660,491627,
Average,2.7,490660,491627
