Run Time,Comparisons,Swaps,
3,998001,252033,
3,998001,252033,
3,998001,252033,
3,998001,252033,
3,998001,252033,
3,998001,252033,
3,998001,252033,
3,998001,252033,
3,998001,252033,
3,998001,252033,
Average,3,998001,252033
Sorted
3,998001,0,
2,998001,0,
2,998001,0,
2,998001,0,
2,998001,0,
2,998001,0,
3,998001,0,
3,998001,0,
2,998001,0,
2,998001,0,
Average,2.3,998001,0
