Run Time,Comparisons,Swaps,
2,499500,1000,
1,499500,1000,
1,499500,1000,
1,499500,1000,
1,499500,1000,
1,499500,1000,
1,499500,1000,
2,499500,1000,
1,499500,1000,
2,499500,1000,
Average,1.3,499500,1000
Sorted
1,499500,1000,
1,499500,1000,
1,499500,1000,
1,499500,1000,
1,499500,1000,
2,499500,1000,
1,499500,1000,
1,499500,1000,
2,499500,1000,
1,499500,1000,
Average,1.2,499500,1000
